n_atoms,element_id_mean,element_id_std,element_id_min,element_id_max,element_id_median,element_id_p05,element_id_p25,element_id_p75,element_id_p95,element_id_skew,element_id_kurtosis,x_mean,x_std,x_min,x_max,x_median,x_p05,x_p25,x_p75,x_p95,x_skew,x_kurtosis,y_mean,y_std,y_min,y_max,y_median,y_p05,y_p25,y_p75,y_p95,y_skew,y_kurtosis,z_mean,z_std,z_min,z_max,z_median,z_p05,z_p25,z_p75,z_p95,z_skew,z_kurtosis,energy_mean,energy_std,energy_min,energy_max,energy_median,energy_p05,energy_p25,energy_p75,energy_p95,energy_skew,energy_kurtosis,force_mag_mean,force_mag_std,force_mag_min,force_mag_max,force_mag_median,force_mag_p05,force_mag_p25,force_mag_p75,force_mag_p95,force_mag_skew,force_mag_kurtosis,csym_mean,csym_std,csym_min,csym_max,csym_median,csym_p05,csym_p25,csym_p75,csym_p95,csym_skew,csym_kurtosis,material,cfg_file,cfg_path,temperature,logtau
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.4647145351512933,-0.7284422518530458,0.4996983184371929,0.28812253134979415,-0.00011228000221308321,0.9999489784240723,0.4972115010023117,0.050208885595202445,0.25232500582933426,0.7493922412395477,0.9486692786216736,0.001228050544945145,-1.1962219530657008,0.4993798506410758,0.28843490639216435,-0.0004917189944535494,0.9994339942932129,0.4965045005083084,0.04942162632942201,0.251910500228405,0.7514179795980453,0.9480989605188369,-0.0004388931675456635,-1.1978269097184437,0.5008374230025001,0.28839179371481694,-0.0003846320032607764,1.0002599954605103,0.5002790093421936,0.05109846368432045,0.25060275942087173,0.7508300095796585,0.951468202471733,0.0002781248569211874,-1.1955716365354105,-5.384118900001049,1.5107391288525132,-7.486209869384766,-3.526639938354492,-4.17411994934082,-7.202353143692017,-6.9875476360321045,-3.97943252325058,-3.794830894470215,-0.14259990923288557,-1.9384406481171486,1.0145761751588434,0.47880247902176076,0.06353103369474411,3.4371743202209473,0.9500455856323242,0.3478708922863007,0.6641013473272324,1.2972935736179352,1.8954496145248412,0.7655906752247921,0.6735539127040475,8.676809474810957,2.511184552732814,0.779761016368866,15.373499870300293,8.92835521697998,3.963868069648743,7.098170042037964,10.437424898147583,12.480505084991451,-0.3807355136453585,-0.06522809712215416,Zr46Cu46Al8,Zr46Cu46Al8_638.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_638.0K.cfg,638.0,15.722425655768692
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.4647145351512933,-0.7284422518530458,0.5004288057415979,0.2881779314191241,-0.011970199644565582,1.0102699995040894,0.49853600561618805,0.05079451091587544,0.2512882500886917,0.7492039948701859,0.9504348516464233,0.00011313165066546221,-1.1968483609906362,0.4996070726103044,0.2886702917690895,-0.007778130006045103,1.007949948310852,0.49873799085617065,0.049126310460269454,0.24981075152754784,0.7503080070018768,0.9467073529958724,-0.0014795919322993427,-1.1972228696698661,0.5003497424610123,0.2885173942587393,-0.010755900293588638,1.0054399967193604,0.5003454983234406,0.0506723003461957,0.24842749536037445,0.748816505074501,0.9503049731254577,0.002112903853706801,-1.19541154123925,-5.38397081565857,1.5073911592215221,-7.538320064544678,-3.336859941482544,-4.170989990234375,-7.200522017478943,-6.979727506637573,-3.9820650219917297,-3.809969019889832,-0.14184577107071042,-1.9398656187627543,1.0136200647288933,0.48861172730748087,0.017902087420225143,3.8356428146362305,0.9578765332698822,0.3398444950580597,0.6482059359550476,1.3056965470314026,1.9022005140781402,0.8495588200902497,1.2280061580758543,8.66080084553361,2.49234834562474,0.7001169919967651,17.45210075378418,8.853469848632812,4.072580575942993,7.124149918556213,10.394525289535522,12.464309883117675,-0.32496906126698083,0.034584055110105094,Zr46Cu46Al8,Zr46Cu46Al8_661.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_661.0K.cfg,661.0,10.618193962475848
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.46471453515129335,-0.7284422518530458,0.5009523292273625,0.28800412308510226,-0.000817632011603564,1.0016200542449951,0.4989605098962784,0.05204369518905878,0.25257549434900284,0.7500009983778,0.9501540631055831,-0.00038139324473581126,-1.195810506187124,0.5003991933365988,0.2885560065399022,-0.001054599997587502,1.0024199485778809,0.5002059936523438,0.047503101639449596,0.25301074236631393,0.7519135177135468,0.9477996617555619,-0.0034837822277311295,-1.1975565861088733,0.5005868238212604,0.2885734268330474,-0.001334159984253347,1.0015599727630615,0.5001110136508942,0.050843965262174606,0.24980774894356728,0.7510377466678619,0.9508684217929839,0.0016431969802195626,-1.194908818768618,-5.382191509604454,1.5101443893828956,-7.463290214538574,-3.3226499557495117,-4.171084880828857,-7.195450162887573,-6.98553740978241,-3.976034939289093,-3.7993490219116213,-0.14219837594166354,-1.9392101047120267,1.028081315402873,0.4868649218883438,0.04890517517924309,4.0167975425720215,0.9678180515766144,0.3412173256278038,0.6793834120035172,1.3108718991279602,1.914726436138153,0.8417837670755216,1.1889964442521697,8.675217207223177,2.4807832717278813,1.1446599960327148,15.839300155639648,8.874424934387207,3.966159403324127,7.181177616119385,10.411449909210205,12.390040349960326,-0.39260132406144016,0.05541979431947919,Zr46Cu46Al8,Zr46Cu46Al8_673.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_673.0K.cfg,673.0,8.450109347681307
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.46471453515129335,-0.7284422518530453,0.5002091852572048,0.28791746221169623,-0.0018594299908727407,1.0045900344848633,0.49840350449085236,0.050624503195285796,0.25113900005817413,0.7497204840183258,0.9501598298549652,0.0009971661152234001,-1.1949752137552108,0.4989012536791197,0.2886941096433879,-0.007081110030412674,1.0051699876785278,0.5012199878692627,0.04980486612766982,0.24913499504327774,0.7506792396306992,0.9474933773279189,-0.004066017535702099,-1.1973315977696901,0.49983915425644954,0.28852665687284884,-0.0033067900221794844,1.007680058479309,0.4989134967327118,0.05079094525426627,0.2500999942421913,0.7503734976053238,0.951279017329216,0.0009321420219865017,-1.1970823888984636,-5.37298268699646,1.5088662827594865,-7.512010097503662,-3.394929885864258,-4.165024995803833,-7.19109456539154,-6.975357413291931,-3.9716349244117737,-3.786005580425263,-0.14225507796105064,-1.937995142491055,1.0676125856032594,0.5086934635041854,0.04175608977675438,3.460958242416382,0.9952081739902496,0.3675880655646324,0.6917703449726105,1.365013062953949,2.0085546374320957,0.8059722881941999,0.7869253790986637,8.788167962700129,2.4503494012252345,1.00163996219635,15.665800094604492,8.971670150756836,4.398918080329895,7.264575004577637,10.481299877166748,12.471134614944457,-0.34844753017833585,-0.04757022516622822,Zr46Cu46Al8,Zr46Cu46Al8_678.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_678.0K.cfg,678.0,7.564628756022491
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.46471453515129335,-0.7284422518530458,0.5001980830657049,0.28820918800719536,-0.002586429938673973,1.003749966621399,0.49866650998592377,0.04984247870743275,0.25315624475479126,0.7498907744884491,0.9504254013299942,0.0001617203601991116,-1.1963790737292277,0.5006193605225067,0.2886618887330478,-0.0013626000145450234,1.0036300420761108,0.5005649924278259,0.049732990190386774,0.2507007420063019,0.7507527321577072,0.9478763282299042,-0.0016552612767703227,-1.1967055995894562,0.4995917310893492,0.2886167750376113,-0.0016786099877208471,1.0039499998092651,0.4998999983072281,0.05067960098385811,0.24952074512839317,0.7501087486743927,0.9495880872011184,0.0016602361762821322,-1.1964082285357915,-5.37979961425066,1.5086457362565786,-7.4524102210998535,-3.4503300189971924,-4.166325092315674,-7.201555943489074,-6.981730103492737,-3.980787456035614,-3.790176475048065,-0.14220459828754212,-1.9378027194202787,1.033015319790691,0.48391606787703356,0.036773957312107086,3.3207216262817383,0.9642379879951477,0.3584480479359627,0.6813083291053772,1.3162068724632263,1.9490887939929962,0.7428309496015092,0.5708413895586966,8.750601606592536,2.5144038127642685,0.5672919750213623,16.569700241088867,8.950145244598389,4.139147520065308,7.209982514381409,10.479424715042114,12.64262990951538,-0.3457785852279984,0.026625350414829274,Zr46Cu46Al8,Zr46Cu46Al8_680.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_680.0K.cfg,680.0,7.218741447797106
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.46471453515129335,-0.7284422518530453,0.4997150641832777,0.2880973087239969,-0.0019923800136893988,1.0025299787521362,0.4966079890727997,0.05090960878878832,0.25237850099802017,0.7494352459907532,0.9496931046247482,0.0031019708115510927,-1.1953354381066428,0.5008897154554943,0.2885625141664851,-0.0013835900463163853,1.0039499998092651,0.5011115074157715,0.050136415660381316,0.2521435022354126,0.7515310198068619,0.948261359333992,-0.0035752606597235803,-1.1986024199816827,0.5003490617960314,0.2884710698150863,-3.056820060010068e-05,1.002959966659546,0.500821977853775,0.049907165206968786,0.24935099482536316,0.7513467371463776,0.950070035457611,4.657019443917335e-06,-1.1961446185325604,-5.376810792565346,1.5086039511903542,-7.515960216522217,-3.3630499839782715,-4.167284965515137,-7.198523664474488,-6.976122498512268,-3.9732274413108826,-3.788741433620453,-0.14298460643752273,-1.9369511359738105,1.056342090616934,0.49546190489557335,0.04990900307893753,3.4116153717041016,0.9858748018741608,0.3666983425617218,0.6926553249359131,1.3435572981834412,1.9807471871376028,0.7851534201225103,0.7574831240541062,8.742459064632655,2.4984882543521207,0.8186240196228027,16.130599975585938,8.926819801330566,4.115408873558044,7.167847633361816,10.454174757003784,12.628730010986324,-0.3316253184129586,0.09582798431726713,Zr46Cu46Al8,Zr46Cu46Al8_682.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_682.0K.cfg,682.0,6.877739855639419
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.46471453515129335,-0.7284422518530458,0.4996897070948034,0.28796374353800375,-0.008105860091745853,1.0041799545288086,0.49812500178813934,0.04977043084800244,0.2524232491850853,0.746591255068779,0.9492222994565962,-0.0018520036712250843,-1.1946369842793079,0.5001444647442604,0.28856516369040897,-0.003708269912749529,1.0106799602508545,0.5007629990577698,0.04860647078603506,0.2528824955224991,0.7519502341747284,0.9483707815408706,-0.0044798455151614505,-1.196736423172699,0.5010996437749436,0.2884339757959337,-0.0041888002306222916,1.0062700510025024,0.5026224851608276,0.05181186068803073,0.2511940076947212,0.7507075071334839,0.95114206969738,0.0007029633502975162,-1.1958861400990524,-5.373543536365032,1.5096669306998318,-7.589739799499512,-3.4134299755096436,-4.168765068054199,-7.185005450248719,-6.977007627487183,-3.9677425622940063,-3.781873404979706,-0.1411988231058136,-1.9380668799612872,1.0580487623484804,0.49783103424693514,0.033806417137384415,4.2983245849609375,0.9953282475471497,0.3577964097261429,0.6953325718641281,1.3601056635379791,1.9698038339614865,0.7775388614551222,0.9906647250417704,8.808168555438519,2.4828738863276896,1.0241299867630005,16.020700454711914,8.963285446166992,4.285624837875366,7.264109969139099,10.50807523727417,12.682215404510497,-0.29471355301085544,-0.004761710670762476,Zr46Cu46Al8,Zr46Cu46Al8_707.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_707.0K.cfg,707.0,3.164955372241486
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.46471453515129335,-0.7284422518530458,0.4991896591856248,0.28802435251800884,-0.00046739200479350984,1.002369999885559,0.49698249995708466,0.05020653866231442,0.25015775114297867,0.7479997277259827,0.9476747393608093,0.00047166787381549473,-1.195070146829043,0.5008848736750006,0.28844206416929097,-0.002285169903188944,1.0020099878311157,0.5002534985542297,0.05056514162570238,0.2504680007696152,0.7526029795408249,0.9505758255720138,-0.004218939849742341,-1.1977987057131778,0.5013452563668179,0.28854741668214223,-0.0011444799602031708,1.0012500286102295,0.5017174780368805,0.05155937168747187,0.2527427524328232,0.7512142509222031,0.94949012696743,0.0011768700977031587,-1.195961933138812,-5.37281611508131,1.5046595993546308,-7.4671502113342285,-3.3978800773620605,-4.1685099601745605,-7.1763921737670895,-6.969112515449524,-3.9736925959587097,-3.7975284576416017,-0.14241885420052247,-1.9390168049758356,1.0711999108213932,0.4986411324317359,0.07633861154317856,3.200730800628662,1.008344292640686,0.3777362614870072,0.6885832250118256,1.3648879826068878,2.001798701286315,0.7264458247364467,0.49596014963419677,8.776449623316527,2.468666883849782,0.907958984375,17.297500610351562,8.985304832458496,4.186434173583985,7.257289886474609,10.49007511138916,12.525265026092526,-0.3639957346393271,0.07721239913098188,Zr46Cu46Al8,Zr46Cu46Al8_727.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_727.0K.cfg,727.0,0.7255564383857511
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.46471453515129335,-0.7284422518530458,0.49922128770835117,0.28799660856470616,-0.002301119966432452,1.0014899969100952,0.49810299277305603,0.04910844396799803,0.24919774755835533,0.7477677315473557,0.9478827267885205,0.0012463439209873404,-1.1958768257126395,0.5011886684938145,0.28852560437508595,-0.0004225049924571067,1.0008000135421753,0.5000140070915222,0.05128724593669177,0.2542862445116043,0.7538802474737167,0.9509081810712814,-0.002512332400900749,-1.1973136786975647,0.5003624490580705,0.2886596636827426,-0.00031498100725002587,1.0005199909210205,0.5008940100669861,0.05072138849645853,0.2506314888596535,0.7498457431793213,0.950645077228546,0.00028175999281428843,-1.197555434543898,-5.3696557779312135,1.5054456482685297,-7.494239807128906,-3.419529914855957,-4.16168999671936,-7.183261442184448,-6.968512535095215,-3.970864951610565,-3.790967416763306,-0.14303694140129744,-1.937223881109953,1.0703959650527686,0.5063237631352275,0.06528479605913162,3.6674208641052246,1.0061426162719727,0.3666987344622612,0.7076441645622253,1.3637005984783173,1.9900057435035698,0.8358325834208054,1.0651717569915249,8.840144418865442,2.4517282482748968,1.1833000183105469,16.409000396728516,8.977785110473633,4.386760902404785,7.376934885978699,10.57527494430542,12.593715381622314,-0.31253086401353325,-0.014060050671749202,Zr46Cu46Al8,Zr46Cu46Al8_728.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_728.0K.cfg,728.0,0.6140432439535141
4000,1.54925,0.5753906824932082,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.46471453515129335,-0.7284422518530458,0.49971554192394435,0.28807308728509373,-0.001546400017105043,1.001039981842041,0.49776749312877655,0.05103526152670384,0.25215374678373337,0.7506099790334702,0.9501612067222595,0.0011110338951775503,-1.1942415841237035,0.4998834488271532,0.28853620916088857,-0.0028401799499988556,1.0029300451278687,0.49869300425052643,0.049777563847601417,0.25180449336767197,0.7496820241212845,0.9491045922040939,-0.0015209575716833533,-1.199089693596307,0.5009003979759582,0.28863322730440427,-0.0012199400225654244,1.0028599500656128,0.5018100142478943,0.05187106337398291,0.25194475799798965,0.751067265868187,0.9498660027980804,0.0019824549431428883,-1.1981462732585986,-5.36789233070612,1.5056983577574934,-7.492099761962891,-3.2381200790405273,-4.159625053405762,-7.186059427261353,-6.963340163230896,-3.9681724905967712,-3.7914640784263614,-0.14306507966452883,-1.9370210101672376,1.1031031059038359,0.5308349362669066,0.014456593431532383,3.4314136505126953,1.0225634574890137,0.3882704809308052,0.7132535725831985,1.4089965522289276,2.087074327468872,0.8137828012494741,0.6170261696545247,8.795072692856193,2.495704911165399,0.8720800280570984,16.65760040283203,8.953540325164795,4.235077929496765,7.272437572479248,10.56760025024414,12.626765394210816,-0.33084902527911497,0.07177867363741175,Zr46Cu46Al8,Zr46Cu46Al8_741.0K.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr46Cu46Al8\Zr46Cu46Al8_741.0K.cfg,741.0,-0.7580361200844812
